StartDate,EndDate,ResponseId,Appliances-Score,Locks-Score,Locks-Text,Locks-Text_Negative,Locks-Text_Neutral,Locks-Text_Positive,Locks_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
06-10-2022 10:37,06-10-2022 10:46,R_ABgU8aCPJ6SE49z,3.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:34,06-10-2022 10:46,R_2U3HnoajBUeyktE,10.0,10.0,It's very trustable and worth of money.,0.0058838422,0.1127289683,0.8813872933,Promoter,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:26,06-10-2022 10:47,R_10ooVvXJibPx67h,,,,0.2395022064,0.5281888843,0.0,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:03,06-10-2022 10:47,R_Q9XGjxECLUkgCid,9.0,,,0.2395022064,0.5281888843,0.0,,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:43,06-10-2022 10:48,R_1HjedEjRuuLTAPE,,9.0,No reason ,0.3805653155,0.5420418382,0.0773928016,passive,Lucknow,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Business owner or Industrialist with 1-49 employees,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:37,06-10-2022 10:48,R_1EaDrHgzcuvhnWY,7.0,,,0.2395022064,0.5281888843,0.0,,Chennai,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:47,06-10-2022 10:51,R_2cCq6rEyfAxP1Lh,,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:41,06-10-2022 10:52,R_1jU5yzDN17br3nQ,10.0,10.0,Very nice to handle,0.005873356,0.0489641167,0.9451625347,Promoter,Chennai,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:43,06-10-2022 10:52,R_2xRBLMTmxWJXYQP,,,,0.2395022064,0.5281888843,0.0,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:30,06-10-2022 10:52,R_VJrAAVcZos5e8Lv,9.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:44,06-10-2022 10:53,R_2TGhfillEcklIpz,,8.0,Totally good but not effective ,0.6188096404,0.3060887456,0.0751015916,Detractor,Mumbai,31-35,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:48,06-10-2022 10:55,R_3y3YIMXMIZECfiV,4.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:45,06-10-2022 10:56,R_1mPZxJ1l8wCKxRP,,,,0.2395022064,0.5281888843,0.0,,Mumbai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:45,06-10-2022 10:57,R_2VHYdBsOUb0rmeD,,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,
06-10-2022 10:49,06-10-2022 10:57,R_22QDMSyms9GEh32,,10.0,Because it is a good and reputed company ,0.0062639238,0.0988056064,0.8949305415,Promoter,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:45,06-10-2022 10:57,R_6QDqBKayNOjv117,,10.0,good locking system and long lasting ,0.0083127944,0.1786320955,0.8130550981,Promoter,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:42,06-10-2022 10:59,R_22Y44Z7J9wwMY9j,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,
06-10-2022 10:50,06-10-2022 10:59,R_2wGPcILmrMComfn,,8.0,It's nice ,0.0049966965,0.0532021001,0.9418011904,Promoter,Kochi,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:47,06-10-2022 11:00,R_W9cWxL1qbGW3dhD,,8.0,Because it is secure my door and locker. ,0.0319138244,0.5717228651,0.3963633776,passive,Pune,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:51,06-10-2022 11:01,R_1hFGhPZEDX8KGCS,7.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:53,06-10-2022 11:02,R_1Nfz9TQlDFGlAgi,,,,0.2395022064,0.5281888843,0.0,,Pune,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:45,06-10-2022 11:02,R_3QWrm7SPZbVFNIY,6.0,10.0,Because I am currently using godrej locks.... Till now there is no complaints,0.0484166555,0.4684526026,0.4831308126,passive,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:53,06-10-2022 11:02,R_2Xpn6aCf54yZdVN,9.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Government official,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:56,06-10-2022 11:02,R_1lmEK0zqmxPl7mh,,,,0.2395022064,0.5281888843,0.0,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:14,06-10-2022 11:03,R_1QuPOeTDoI18RtX,,10.0,Godrej is a trustworthy brand and always use this brand ,0.0039202636,0.1774237007,0.8186560273,Promoter,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",16-20 years old,
06-10-2022 10:51,06-10-2022 11:03,R_3h9GBBgn0FMsMl2,7.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,18-21,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:46,06-10-2022 11:03,R_1dGCjtHdk5L3Co7,8.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:57,06-10-2022 11:04,R_24INgWX7Znezvei,8.0,9.0,Very good product and good quality,0.0039804364,0.0325129852,0.963506639,Promoter,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:54,06-10-2022 11:04,R_1hYfEz2bxzCElbZ,,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:53,06-10-2022 11:04,R_1jjGAhCD4m4ek6K,,10.0,The design ang strength,0.0584718138,0.7341880798,0.2073400766,passive,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 09:22,06-10-2022 11:04,R_3O6UcTOzrdG50BO,,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:46,06-10-2022 11:07,R_2PBBTYiCldXxzo7,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:50,06-10-2022 11:07,R_becrUyT9Ua6HOCZ,7.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:57,06-10-2022 11:07,R_RmELKH8hTxF3zKV,,10.0,it is very good brand,0.0033871643,0.03801452,0.9585984349,Promoter,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",10-15 years old,
06-10-2022 10:58,06-10-2022 11:08,R_1I6MyRiylBPEkO1,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 10:43,06-10-2022 11:09,R_2sSGmnSefyPdKWr,10.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:05,06-10-2022 11:09,R_3efsXX6iGFaceSy,7.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,20-25 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:59,06-10-2022 11:09,R_2dRSm3VEQTQnEaV,8.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:43,06-10-2022 11:09,R_3dRH6o7k21XzIB5,,10.0,,0.2395022064,0.5281888843,0.0,,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:57,06-10-2022 11:09,R_1djcu2XEhAXv2fd,5.0,,,0.2395022064,0.5281888843,0.0,,Lucknow,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:57,06-10-2022 11:11,R_BxNUy5ZFgwhcTqF,8.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:06,06-10-2022 11:11,R_3FK8c4jtr4dgeDa,2.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:01,06-10-2022 11:12,R_2BnsFvYspchx7d4,7.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:59,06-10-2022 11:12,R_9A0NGNtBfKFqR5T,9.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:47,06-10-2022 11:12,R_22RI4tOTh2xnDAI,9.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:05,06-10-2022 11:12,R_1mk0bx4tMUh6RYw,10.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:04,06-10-2022 11:12,R_3FUsf2CUR7xJ1Qn,,3.0,,0.2395022064,0.5281888843,0.0,,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:07,06-10-2022 11:14,R_DtNVxV9dzH0lPLr,,10.0,Godrej is old and trusted brand that I know my childhood to till now I always use and remember the qualitative trust that it's great in our ...,0.0063759056,0.1630034149,0.8306207061,Promoter,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 11:10,06-10-2022 11:14,R_1IgOWC9YXVpPqDf,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",
06-10-2022 10:52,06-10-2022 11:14,R_1mxsJhIbKFnKUz6,8.0,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:58,06-10-2022 11:14,R_1I4nLaCEBb9QxP5,6.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:52,06-10-2022 11:15,R_8qMPD13gieizBtv,8.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:50,06-10-2022 11:15,R_2R7YO04rAbHxKCN,,10.0,This is best brand In lock. This compony makes relible products,0.002015888,0.0290676616,0.9689164758,Promoter,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:09,06-10-2022 11:15,R_3CUvnSyVpCYwj9u,6.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:09,06-10-2022 11:15,R_2gGwzjY5VToPZfz,10.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:03,06-10-2022 11:16,R_1JEAtB4inV9eIlB,,10.0,It is very good brand and I love it ,0.0020233821,0.0100047309,0.9879716635,Promoter,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 11:02,06-10-2022 11:16,R_2OVVGbKuuqR4jTW,,,,0.2395022064,0.5281888843,0.0,,Pune,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Homemaker (non-gender sensitive),,"Married, with kid(s)","10-15 years old,16-20 years old",
06-10-2022 10:36,06-10-2022 11:17,R_2tFn68hQwK1Hvpg,10.0,10.0,"Godrej making locks long time and currently they make good and innovative locks
",0.0073581808,0.2050505579,0.7875912786,Promoter,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:11,06-10-2022 11:17,R_2UgC4ZodvyRnQW5,,,,0.2395022064,0.5281888843,0.0,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 11:00,06-10-2022 11:17,R_3PFuGiFynFbbb3M,,,,0.2395022064,0.5281888843,0.0,,Lucknow,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:59,06-10-2022 11:18,R_BRNNmdwLMJX5P9v,,10.0,Godrej products very trusty and traditional quality product,0.0067256717,0.2475195825,0.7457547784,Promoter,Kochi,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Married, with kid(s)",Above 20 years old,
